id	dname	chembl_id	inchikey	smiles	cleaned_smiles	alternative_smiles	smiles_cleanup_status	canonical_smiles
8190	L-glutamic acid	CHEMBL575060	WHUUTDBJXJRKMK-VKHMYHEASA-N	N[C@@H](CCC(=O)O)C(=O)O	N[C@@H](CCC(=O)O)C(=O)O		original	N[C@@H](CCC(=O)O)C(=O)O
8191	CHEMBL575122	CHEMBL575122	MSHZHSPISPJWHW-FRDQJGBZSA-N	CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C	CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C		original	CO[C@H]1[C@@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)NC(=O)CCl)CO2
8192	1-Acetyl-4-methylpiperazine	CHEMBL575239	YSDBJKNOEWSFGA-UHFFFAOYSA-N	CC(=O)N1CCN(C)CC1	CC(=O)N1CCN(C)CC1		original	CC(=O)N1CCN(C)CC1
8193	clobetasone butyrate	CHEMBL577673	FBRAWBYQGRLCEK-AVVSTMBFSA-N	CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C	CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C		original	CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C
8194	cotinine	CHEMBL578211	UIKROCXWUNQSPJ-VIFPVBQESA-N	CN1C(=O)CC[C@H]1c1cccnc1	CN1C(=O)CC[C@H]1c1cccnc1		original	CN1C(=O)CC[C@H]1c1cccnc1
8195	Ro 90-7501	CHEMBL578741	PAGZCEHLFCJSPV-UHFFFAOYSA-N	Nc1ccc(-c2nc3ccc(-c4nc5ccc(N)cc5[nH]4)cc3[nH]2)cc1	Nc1ccc(-c2nc3ccc(-c4nc5ccc(N)cc5[nH]4)cc3[nH]2)cc1		original	Nc1ccc(-c2nc3ccc(-c4nc5ccc(N)cc5[nH]4)cc3[nH]2)cc1
8196	40312-34-3	CHEMBL57997	OTZVBZFYMFTYKH-UHFFFAOYSA-N	Nc1sc2c(c1C(=O)c1ccc(Cl)cc1)CCCC2	Nc1sc2c(c1C(=O)c1ccc(Cl)cc1)CCCC2		original	Nc1sc2c(c1C(=O)c1ccc(Cl)cc1)CCCC2
8197	39674-97-0	CHEMBL580421	BAQXWJQSUXZVIP-UHFFFAOYSA-N	CC1(C)C(=O)N=C2C1=C(O)C(=O)c1ccccc12	CC1(C)C(=O)N=C2C1=C(O)C(=O)c1ccccc12		original	CC1(C)C(=O)N=C2C1=C(O)C(=O)c1ccccc12
8198	Fosinoprilat	CHEMBL581	WOIWWYDXDVSWAZ-RTWAWAEBSA-N	O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1	O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1		original	O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1
8199	Piroximone	CHEMBL58355	OQGWJZOWLHWFME-UHFFFAOYSA-N	CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1	CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1		original	CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1
8200	914471-09-3	CHEMBL584991	HGXSLPIXNPASGZ-UHFFFAOYSA-N	Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1	Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1		original	Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1
8201	331645-84-2	CHEMBL586058	VUBILPOZTRGZJK-UHFFFAOYSA-N	C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12	C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12		original	C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12
8202	PIMONIDAZOLE	CHEMBL58752	WVWOOAYQYLJEFD-UHFFFAOYSA-N	O=[N+]([O-])c1nccn1CC(O)CN1CCCCC1	O=[N+]([O-])c1nccn1CC(O)CN1CCCCC1		original	O=[N+]([O-])c1nccn1CC(O)CN1CCCCC1
8203	L-asparagine	CHEMBL58832	DCXYFEDJOCDNAF-REOHCLBHSA-N	NC(=O)C[C@H](N)C(=O)O	NC(=O)C[C@H](N)C(=O)O		original	NC(=O)C[C@H](N)C(=O)O
8204	Delphinidin chloride	CHEMBL590878	FFNDMZIBVDSQFI-UHFFFAOYSA-N	Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1.[Cl-]	Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1.[Cl-]		original	Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1.[Cl-]
8205	954138-07-9	CHEMBL591501	MNLNAGRCHNMKKJ-UHFFFAOYSA-N	CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21	CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21		original	CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21
8206	AMITIFADINE	CHEMBL592374	BSMNRYCSBFHEMQ-KCJUWKMLSA-N	Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl	Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl		original	Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl
8207	Isosilybin	CHEMBL592676	FDQAOULAVFHKBX-HKTJVKLFSA-N	COc1cc([C@H]2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@@H]2CO)ccc1O	COc1cc([C@H]2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@@H]2CO)ccc1O		original	COc1cc([C@H]2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@@H]2CO)ccc1O
8208	Biphenylindanone A	CHEMBL593013	KMKBEESNZAPKMP-UHFFFAOYSA-N	Cc1c(OCc2cccc(-c3ccc(C(=O)O)cc3)c2)cc2c(c1C)C(=O)C(C1CCCC1)C2	Cc1c(OCc2cccc(-c3ccc(C(=O)O)cc3)c2)cc2c(c1C)C(=O)C(C1CCCC1)C2		original	Cc1c(OCc2cccc(-c3ccc(C(=O)O)cc3)c2)cc2c(c1C)C(=O)C(C1CCCC1)C2
8209	(-)-U-50488 HYDROCHLORIDE	CHEMBL593781	KGMMGVIYOHGOKQ-APTPAJQOSA-N	CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1.Cl	CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1.Cl		original	CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1.Cl
8210	AP-18	CHEMBL593902	MHTJEUOFLVQMCL-NJHPPEEMSA-N	CC(=C\c1ccc(Cl)cc1)/C(C)=N/O	CC(=C\c1ccc(Cl)cc1)/C(C)=N/O		original	CC(=C\c1ccc(Cl)cc1)/C(C)=N/O
8211	Argatroban monohydrate	CHEMBL59461	KXNPVXPOPUZYGB-XYVMCAHJSA-N	C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1	C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1		original	C[C@@H]1CCN(C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C)C3)[C@@H](C(=O)O)C1
8212	PF-3274167	CHEMBL594828	HNIFCPBQMKPRCX-UHFFFAOYSA-N	COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1	COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1		original	COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1
8213	AM679	CHEMBL595092	VYXWHVDEWWHDLH-LJAQVGFWSA-N	COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(C)=O)ccc43)cc2)nc1	COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(C)=O)ccc43)cc2)nc1		original	COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(C)=O)ccc43)cc2)nc1
8214	132861-87-1	CHEMBL59532	KKDKAWKYGCUOGR-UHFFFAOYSA-N	Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C	Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C		original	Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C
8215	Procodazole	CHEMBL596009	XYWJNTOURDMTPI-UHFFFAOYSA-N	O=C(O)CCc1nc2ccccc2[nH]1	O=C(O)CCc1nc2ccccc2[nH]1		original	O=C(O)CCc1nc2ccccc2[nH]1
8216	A-317491	CHEMBL596234	VQGBOYBIENNKMI-LJAQVGFWSA-N	O=C(O)c1cc(C(=O)O)c(C(=O)N(Cc2cccc(Oc3ccccc3)c2)[C@H]2CCCc3ccccc32)cc1C(=O)O	O=C(O)c1cc(C(=O)O)c(C(=O)N(Cc2cccc(Oc3ccccc3)c2)[C@H]2CCCc3ccccc32)cc1C(=O)O		original	O=C(O)c1cc(C(=O)O)c(C(=O)N(Cc2cccc(Oc3ccccc3)c2)[C@H]2CCCc3ccccc32)cc1C(=O)O
8217	MK-2894	CHEMBL597997	QJZQFVRFJCGDKF-UHFFFAOYSA-N	Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1	Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1		original	Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1
8218	CHEMBL59834	CHEMBL59834	AFOFVIBWSLOHFR-UHFFFAOYSA-N	CC(C)n1c(=O)n(C(=O)NC2CC3CCC(C2)N3C)c2ccccc21	CC(C)n1c(=O)n(C(=O)NC2CC3CCC(C2)N3C)c2ccccc21		original	CC(C)n1c(=O)n(C(=O)NC2CC3CCC(C2)N3C)c2ccccc21
8219	41443-28-1	CHEMBL598952	LZMHWZHOZLVYDL-UHFFFAOYSA-N	O=c1onc2cnc3ccccc3n12	O=c1onc2cnc3ccccc3n12		original	O=c1onc2cnc3ccccc3n12
8220	PD 102807	CHEMBL59898	VDDUJINYXKGZLV-UHFFFAOYSA-N	CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3	CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3		original	CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3
8221	ML348	CHEMBL600764	OXKNHBBDOIMFFQ-UHFFFAOYSA-N	O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl	O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl		original	O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl
8222	SB-258585	CHEMBL60264	BDHMSYNBSBZCAF-UHFFFAOYSA-N	COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1	COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1		original	COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1
8223	TC 1	CHEMBL602850	FYGREZKTJIXWIH-UHFFFAOYSA-N	OC12C3C4CC5C6C4C1C6C(C53)N2CCc1cccc(F)c1	OC12C3C4CC5C6C4C1C6C(C53)N2CCc1cccc(F)c1		original	OC12C3C4CC5C6C4C1C6C(C53)N2CCc1cccc(F)c1
8224	SR-05000001747	CHEMBL603764	UDMBCSSLTHHNCD-VTHZCTBJSA-N	Nc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O		original	Nc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
8225	H2L 5765834	CHEMBL604677	HFYPTENHTPNXGP-UHFFFAOYSA-N	O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc([N+](=O)[O-])cc3)c1)C2=O	O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc([N+](=O)[O-])cc3)c1)C2=O		original	O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc([N+](=O)[O-])cc3)c1)C2=O
8226	41332-24-5	CHEMBL604710	VCPMZDWBEWTGNW-UHFFFAOYSA-N	O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1	O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1		original	O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
8227	Brivaracetam	CHEMBL607400	MSYKRHVOOPPJKU-BDAKNGLRSA-N	CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1	CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1		original	CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1
8228	Meisoindigo	CHEMBL607535	QNOCRUSVMMAKSC-CCEZHUSRSA-N	CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)c2ccccc21	CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)c2ccccc21		original	CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)c2ccccc21
8229	604769-01-9	CHEMBL609583	MUTBJZVSRNUIHA-UHFFFAOYSA-N	O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1	O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1		original	O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1
8230	4-CMTB	CHEMBL611647	AZYDQCGCBQYFSE-GFCCVEGCSA-N	CC(C)[C@@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1	CC(C)[C@@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1		original	CC(C)[C@@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1
8231	Siramesine hydrochloride	CHEMBL61479	XWAONOGAGZNUSF-UHFFFAOYSA-N	Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1	Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1		original	Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1
8232	cyclothiazide	CHEMBL61593	BOCUKUHCLICSIY-UHFFFAOYSA-N	NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O	NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O		original	NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
8233	cephalothin	CHEMBL617	XIURVHNZVLADCM-IUODEOHRSA-N	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1		original	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
8234	121055-10-5	CHEMBL61723	WJBHHTPFTVKZCV-CVEARBPZSA-N	CC1(C)Oc2ccc(C#N)cc2[C@@H](OC2=CC(=O)CC2)[C@@H]1O	CC1(C)Oc2ccc(C#N)cc2[C@@H](OC2=CC(=O)CC2)[C@@H]1O		original	CC1(C)Oc2ccc(C#N)cc2[C@@H](OC2=CC(=O)CC2)[C@@H]1O
8235	26046-90-2	CHEMBL62382	XDSSPSLGNGIIHP-VKHMYHEASA-N	C[Se]C[C@H](N)C(=O)O	C[Se]C[C@H](N)C(=O)O		original	C[Se]C[C@H](N)C(=O)O
8236	alrestatin	CHEMBL63055	GCUCIFQCGJIRNT-UHFFFAOYSA-N	O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O	O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O		original	O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O
8237	DAA-1106	CHEMBL63064	DCRZYADKQRHHSF-UHFFFAOYSA-N	COc1ccc(OC)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1	COc1ccc(OC)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1		original	COc1ccc(OC)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1
8238	gpi-1046	CHEMBL6367	OQAHHWOPVDDWHD-INIZCTEOSA-N	CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1	CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1		original	CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1
8239	MEDICA 16	CHEMBL63829	HYSMCRNFENOHJH-UHFFFAOYSA-N	CC(C)(CCCCCCCCCCC(C)(C)CC(=O)O)CC(=O)O	CC(C)(CCCCCCCCCCC(C)(C)CC(=O)O)CC(=O)O		original	CC(C)(CCCCCCCCCCC(C)(C)CC(=O)O)CC(=O)O
8240	N-Hydroxy-L-asparagine	CHEMBL63902	ZBYVTTSIVDYQSO-REOHCLBHSA-N	N[C@@H](CC(=O)NO)C(=O)O	N[C@@H](CC(=O)NO)C(=O)O		original	N[C@@H](CC(=O)NO)C(=O)O
8241	17318-31-9	CHEMBL64239	UKHMZCMKHPHFOT-UHFFFAOYSA-N	Nc1ncnc2c1ncn2C1CCCO1	Nc1ncnc2c1ncn2C1CCCO1		original	Nc1ncnc2c1ncn2C1CCCO1
8242	itraconazole HCl	CHEMBL64391	VHVPQPYKVGDNFY-UHFFFAOYSA-N	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O		original	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
8243	CYCLIZINE	CHEMBL648	UVKZSORBKUEBAZ-UHFFFAOYSA-N	CN1CCN(C(c2ccccc2)c2ccccc2)CC1	CN1CCN(C(c2ccccc2)c2ccccc2)CC1		original	CN1CCN(C(c2ccccc2)c2ccccc2)CC1
8244	N-Acetyl-L-tyrosine	CHEMBL65543	CAHKINHBCWCHCF-JTQLQIEISA-N	CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O		original	CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
8245	creatinine	CHEMBL65567	DDRJAANPRJIHGJ-UHFFFAOYSA-N	CN1CC(=O)N=C1N	CN1CC(=O)N=C1N		original	CN1CC(=O)N=C1N
8246	SUFENTANIL	CHEMBL658	GGCSSNBKKAUURC-UHFFFAOYSA-N	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1		original	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
8247	Ro 15-4513	CHEMBL6597	CFSOJZTUTOQNIA-UHFFFAOYSA-N	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2		original	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2
8248	RS 39604	CHEMBL66114	BKVIWGRFRKLFIO-UHFFFAOYSA-N	COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1	COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1		original	COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1
8249	p-coumaric acid	CHEMBL66879	NGSWKAQJJWESNS-ZZXKWVIFSA-N	O=C(O)/C=C/c1ccc(O)cc1	O=C(O)/C=C/c1ccc(O)cc1		original	O=C(O)/C=C/c1ccc(O)cc1
8250	NSC5844	CHEMBL66998	SSXYXSMMVMVYEV-UHFFFAOYSA-N	Clc1ccc2c(NCCNc3ccnc4cc(Cl)ccc34)ccnc2c1	Clc1ccc2c(NCCNc3ccnc4cc(Cl)ccc34)ccnc2c1		original	Clc1ccc2c(NCCNc3ccnc4cc(Cl)ccc34)ccnc2c1
8251	PAMIDRONATE DISODIUM	CHEMBL676	CEYUIFJWVHOCPP-UHFFFAOYSA-L	NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+]	NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+]		original	NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+]
8252	HTFMT	CHEMBL67601	PMKJGGBYYNEYPA-UHFFFAOYSA-N	CC(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1)NCCc1c[nH]cn1	CC(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1)NCCc1c[nH]cn1		original	CC(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1)NCCc1c[nH]cn1
8253	Carebastine	CHEMBL67654	XGHOVGYJHWQGCC-UHFFFAOYSA-N	CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1	CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1		original	CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
8254	CHEMBL68406	CHEMBL68406	GXFAIFRPOKBQRV-IKZNKTFNSA-N	NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H](C2C[C@H](O)N=C(N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O	NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H](C2C[C@H](O)N=C(N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O		original	NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H](C2C[C@H](O)N=C(N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O
8255	N6-Cyclopentyladenosine	CHEMBL68738	SQMWSBKSHWARHU-SDBHATRESA-N	OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O	OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O		original	OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O
8256	METHSUXIMIDE	CHEMBL697	AJXPJJZHWIXJCJ-UHFFFAOYSA-N	CN1C(=O)CC(C)(c2ccccc2)C1=O	CN1C(=O)CC(C)(c2ccccc2)C1=O		original	CN1C(=O)CC(C)(c2ccccc2)C1=O
8257	Firocoxib	CHEMBL69998	FULAPETWGIGNMT-UHFFFAOYSA-N	CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1	CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1		original	CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1
8258	CARMOXIROLE	CHEMBL70159	AFSOIHMEOKEZJF-UHFFFAOYSA-N	O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1	O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1		original	O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1
8259	Zaltidine	CHEMBL70209	GIMNAEMRNXUAQP-UHFFFAOYSA-N	Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1	Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1		original	Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1
8260	DALTROBAN	CHEMBL71685	IULOBWFWYDMECP-UHFFFAOYSA-N	O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1	O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1		original	O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1
8261	IRL-2500	CHEMBL72410	UZDORQWMYRRLQV-JHOUSYSJSA-N	Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1	Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1		original	Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1
8262	picolinic acid	CHEMBL72628	SIOXPEMLGUPBBT-UHFFFAOYSA-N	O=C(O)c1ccccn1	O=C(O)c1ccccn1		original	O=C(O)c1ccccn1
8263	XANOMELINE OXALATE	CHEMBL73149	ZJOUESNWCLASJP-UHFFFAOYSA-N	CCCCCCOc1nsnc1C1=CCCN(C)C1.O=C(O)C(=O)O	CCCCCCOc1nsnc1C1=CCCN(C)C1.O=C(O)C(=O)O		original	CCCCCCOc1nsnc1C1=CCCN(C)C1.O=C(O)C(=O)O
